NAME_x,white,state_x,county_x,tract,YEAR,NAME_y,black,state_y,county_y,NAME,hispanic,state,county,race_total,white_pct,black_pct,hispanic_pct,majority_race
"Census Tract 1607, Cook County, Illinois",2573,17,31,160700,2021,"Census Tract 1607, Cook County, Illinois",254,17,31,"Census Tract 1607, Cook County, Illinois",2790,17,31,5617,0.4580737048246395,0.04521986825707673,0.49670642691828376,hispanic
Census Tract 1607; Cook County; Illinois,2409,17,31,160700,2022,Census Tract 1607; Cook County; Illinois,234,17,31,Census Tract 1607; Cook County; Illinois,2454,17,31,5097,0.4726309593878752,0.04590935844614479,0.48145968216598,hispanic
Census Tract 1607; Cook County; Illinois,2086,17,31,160700,2023,Census Tract 1607; Cook County; Illinois,262,17,31,Census Tract 1607; Cook County; Illinois,3348,17,31,5696,0.36622191011235955,0.045997191011235956,0.5877808988764045,hispanic
"Census Tract 1608, Cook County, Illinois",1630,17,31,160800,2018,"Census Tract 1608, Cook County, Illinois",80,17,31,"Census Tract 1608, Cook County, Illinois",2552,17,31,4262,0.38244955419990617,0.018770530267480056,0.5987799155326138,hispanic
"Census Tract 1608, Cook County, Illinois",1558,17,31,160800,2019,"Census Tract 1608, Cook County, Illinois",151,17,31,"Census Tract 1608, Cook County, Illinois",3161,17,31,4870,0.31991786447638604,0.031006160164271046,0.6490759753593429,hispanic
"Census Tract 1608, Cook County, Illinois",1594,17,31,160800,2020,"Census Tract 1608, Cook County, Illinois",44,17,31,"Census Tract 1608, Cook County, Illinois",3532,17,31,5170,0.3083172147001934,0.00851063829787234,0.6831721470019342,hispanic
"Census Tract 1608, Cook County, Illinois",1625,17,31,160800,2021,"Census Tract 1608, Cook County, Illinois",24,17,31,"Census Tract 1608, Cook County, Illinois",3453,17,31,5102,0.3185025480203842,0.004704037632301058,0.6767934143473148,hispanic
Census Tract 1608; Cook County; Illinois,1619,17,31,160800,2022,Census Tract 1608; Cook County; Illinois,34,17,31,Census Tract 1608; Cook County; Illinois,3185,17,31,4838,0.33464241422075236,0.007027697395618024,0.6583298883836296,hispanic
Census Tract 1608; Cook County; Illinois,1629,17,31,160800,2023,Census Tract 1608; Cook County; Illinois,19,17,31,Census Tract 1608; Cook County; Illinois,3219,17,31,4867,0.3347031025272242,0.003903842202588864,0.661393055270187,hispanic
"Census Tract 1609, Cook County, Illinois",1285,17,31,160900,2018,"Census Tract 1609, Cook County, Illinois",48,17,31,"Census Tract 1609, Cook County, Illinois",777,17,31,2110,0.6090047393364929,0.022748815165876776,0.36824644549763036,white
